,Score,Tweets
1000,-0.033333333333333326,Ants financial 蚂蚁金 a company will lead online payment industry worldwide. $PYPL and $SQ are sucks because they charge too much fee. Do ur DD
1001,0.0,Investors Sell Shares of Paypal $PYPL on Strength $PYPL http://macondaily.com/?p=1036815
1002,0.5,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: http://ow.ly/K0pi30kY4Vr $LUV $MGM $PYPL $IQ
1003,-0.05,Price Returns vs Expected Daily Move $BAC $BPY $JPM $GGP $GS $BX $MS $V $C $WFC $PYPL $AXP https://marketchameleon.com/Home/Dashboard/
1004,0.0,Was Starting to Feel Shitty About My $PYPL 7/27 FD Calls Until via /r/wallstreetbets https://ift.tt/2LwUViI #stocks #investing
1005,0.0,$PYPL Paypal Credit Suisse sube Precio Objetivo a $100 desde $93.
1006,0.0,$PYPL Credit Suisse raises PT to $100 from $93 https://stocknews.com/news/pypl-credit-suisse-raises-pt-to-100-from-93/ …
1007,0.13636363636363635,Paypal $PYPL Given New $100.00 Price Target at Credit Suisse Group http://americanbankingnews.com/?p=7369259 #stocks
1008,0.13636363636363635,Paypal $PYPL Given New $100.00 Price Target at Credit Suisse Group http://zpr.io/6xR4E
1009,0.13636363636363635,Paypal $PYPL Given New $100.00 Price Target at Credit Suisse Group http://zpr.io/6xRcW #markets
1010,-0.05,$PYPL Long Trending Chart 2018-07-18 pic.twitter.com/iZ4lu3XkwQ
1011,0.5,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: http://ow.ly/P1aN30kY4RA $LUV $MGM $PYPL $IQ
1012,0.0,"Ese grafico está un poco desproporcionado, no sale $PYPL y eso que tiene 100 mil millones de capitalizacion que es la sexta parte de $FB y me da a mi que la siguiente menor no es la sexta parte de $FB"
1013,0.2,$AXP and $EBAY earning are flashing some red light for $V $MA $AMZN and $PYPL
1014,0.0,$PYPL https://www.theinquirer.net/inquirer/news/3036081/paypal-venmo-app-exposes-transactions-by-default …
1015,0.6,"Setups liked, that we'll be watching Wed. $ROKU $IQ $SFIX $SHOP $SPOT $UAL$GOOS $TWLO $NFLX $XRT $TSLA $SQ $BIDU $PYPL $LABU $BIIB $KSS $KRE"
1016,0.13636363636363635,"$PYPL: New Insider Filing on VP, Chief Accounting Officer AARON ANDERSON: http://insideri.com/1645073_000163391718000162_0001633917-18-000162 …"
1017,0.5,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: http://ow.ly/cEy530kY4PP $LUV $MGM $PYPL $IQ
1018,-0.1,"$PYPL PayPal Holdings, Inc. SEC Filing: Form 4 http://www.sec.gov/Archives/edgar/data/1633917/000163391718000162/xslF345X03/edgardoc.xml …"
1019,-0.05,Price Returns vs Expected Daily Move $SCHW $MA $PYPL $V $BAC $MS $USB $JPM $C $GS $GGP $WFC https://marketchameleon.com/Home/Dashboard/
1020,0.0,[1] $PYPL - Coming out of the range. pic.twitter.com/3vtwifkrHi
1021,0.0,Reviewing NetEase $NTES & Paypal $PYPL http://americanbankingnews.com/?p=7334489 #stocks
1022,0.0,Reviewing NetEase $NTES & Paypal $PYPL http://zpr.io/6X9uu
1023,0.0,NetEase $NTES versus Paypal $PYPL Head-To-Head Comparison http://zpr.io/6X9uE #markets
1024,0.0,NetEase $NTES versus Paypal $PYPL Head-To-Head Comparison http://chaffeybreeze.com/?p=1819095 #stocks
1025,0.3,$PYPL Buy Calls | James Catzen (success rate 88.59 %) | https://stockhoot.com/ExtRecommendation.aspx?Id=6a61721e-8edb-4a8f-b1a4-1e4365ded6c4 …
1026,0.4,$PYPL $APC $KMB options have the largest change in volume. Free options screener. http://maximum-pain.com/screener/options-volume-change-screener …
1027,-0.09999999999999999,Twitter goes on a bot rampage $TWTR PayPal gets ready to splash the cash $PYPL Elon gets no love for trying to help out $TSLA Catch up on the biggest business stories from the past week in the Five on Friday… https://buff.ly/2NcwELH pic.twitter.com/zWY1WN1bPX
1028,0.3571428571428571,Positions [07/13/2018] High/Low $BA $AMZN $ISRG $AAPL $NVDA $RTN $AVGO $NFLX $FB $PYPL $MCD $TWTR $VRTX $GM $DOCU Cash 15.00 %. Dear CEO of $AVGO Please Right the Ship! It is Listing.
1029,0.5,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: http://ow.ly/q4yp30kQUBP $LUV $MGM $PYPL $IQ
1030,0.1358333333333333,$PYPL PayPal . operates as a technology platform company that enables digital and mobile payments on behalf of consumers and merchants worldwide. Payment Comp. were strong today-Have a position here RSI is 67 as it hits a 52 week High We'll see if this Breaks $90.00 Long set-up pic.twitter.com/ZA1LpeA6Iu
1031,0.0,Do you know that #Book Value for $PYPL is $12.38 https://unicornbay.com/t/PYPL.US?utm_medium=tweet&utm_campaign=bookvalue&utm_source=twitter …
1032,0.0,Wondering about #sentiment indicator for $PYPL? The Short Ratio is 1.84% https://unicornbay.com/t/PYPL.US?utm_medium=tweet&utm_campaign=shortratio&utm_source=twitter …
1033,0.04545454545454545,"Growth of the Middle Class, Globally plus E-Commerce = New Highs VISA,PayPal & MasterCard $V $PYPL $MAhttps://twitter.com/hcpg/status/1017445237264961536 …"
1034,0.7,Our best income strategies - FREE - https://mailchi.mp/exactoptionpicks/the-option-triggers-with-100-accuracy-583653 … $NFLX $DAL $LUV $TSLA $FB $AMZN $AAPL $JPM $GOOGL $BIDU $BABA $MU $PYPL $SQ $HD $GS $NVDA $AMD $INTC
1035,-0.05,Long setups $IRDM $FTNT $ESRX $PYPL $INFO $EA $ICE $TEAM $OMER $ZEN $IMMU $CRSPpic.twitter.com/Nkjl2hjkng
1036,0.3,"Watching tomorrow for a possible swing: $PYPL (looking for breakout), $SQ (Tested support area nicely), $EPC (Buyers stepping in). Used a couple of my #TC2000 scans to find these as always. http://bit.ly/tc2000software for $25 off. #stocks #trading #investing"
1037,0.5,Why spinoff its better 4 $PYPL @prrobbins need u 2 explain in depth Pete
1038,0.0,PayPal's $PYPL equity price performance since its spin-off from eBay $EBAY.pic.twitter.com/EdAnXd2SnH
1039,-0.05,$PYPL Long Trending Chart 2018-07-11 pic.twitter.com/yCsWSV1qZL
1040,0.0,The core list Tier 1: $INTC $BAC $MU $APC $GILD Tier 2: $NVDA $JPM $AAPL $PSX $ABBV Tier 3: $MSFT $PYPL $TWTR $LNG $TEVA Tier 4: $CSCO $SQ $AMD $BABA $CAT Tier 5: $NFLX $SCHW $X $JD $EA
1041,-0.011666666666666669,"$SQ settled -2.6% at $64.76, as yesterday's black-fail candle played out. S/t bearish with the main market, but only for a few days. M/t bullish, as 75/80 now looks due by early autumn. Valid alt: $PYPL pic.twitter.com/pPuotxAyE5"
1042,0.5,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: http://ow.ly/5Qnq30kQUr9 $LUV $MGM $PYPL $IQ
1043,-0.05,Price Returns vs Expected Daily Move $V $MA $PYPL $WFC $BPY $GS $JPM $MS $BAC $AMTD $C $RF https://marketchameleon.com/Home/Dashboard/
1044,0.0,$AAPL #APPLE $AIRB $AMZN $BABA $BIDU $BKNG $CRM $DIDI $EBAY $FB $GOOG $GOOGL $JD $MEIT $MSFT $NFLX $PYPL $SPY $XIhttps://seekingalpha.com/article/4186448-faang-reclassification-make-much-difference-playing-defense-will?source=feed_f …
1045,0.0,$PYPL Breakout mode pic.twitter.com/Pnlv2QI7Bm
1046,0.0,Investors Sell Shares of Paypal $PYPL on Strength $PYPL http://theolympiareport.com/?p=913890
1047,0.0,Investors Sell Paypal $PYPL on Strength $PYPL http://dispatchtribunal.com/?p=2043348
1048,-0.017857142857142856,My Game Plan for Tomorrow 07/10 I'm currently long $AMGN $PYPL $IQ $TSLA ... $SPX has a little resistance up ahead and market's getting overbought so take a little care. I think you really have to be name specific I'll post some charts tonight for all your viewing pleasure. :)pic.twitter.com/83GnNYGRgK
1049,0.0,Paypal is looking to spend up to $3 billion per year on acquisitions. $PYPL CEO wouldn't rule out deals bigger than their $2.2 billion iZettle purchase. https://www.reuters.com/article/us-paypal-m-a/paypal-to-spend-3-billion-a-year-on-ma-ceo-to-german-paper-idUSKBN1JY0VC …pic.twitter.com/TNnpSRyZ80
1050,0.20277777777777775,"$SQ remains m/t super strong, settling +3.6% at $66.44. Soft target 75/80, and indeed, some are now starting to wonder about psy'100. Clearly, rival $PYPL is going to hit $100 first though. There IS room for both. pic.twitter.com/LNjL23348R"
1051,0.13749999999999998,"$PYPL, $FB and $MSFT got a nice start on their run into earnings today. Waiting for $AMZN, $GOOGL & $ANET to pick up speed next week. I'm long FANG going into the weekend, and looking for continued upside in the $NQ next week."
1052,0.25,"$PYPL introduced Paypal Checkout, a more efficient way to integrate payment processes. It is designed to reduce the number of clicks to purchase, with a personalized checkout experience via PayPal, Venmo, PayPal Credit, or local alternatives. https://digiday.com/marketing/paypal-wants-give-retailers-one-click-alternative/ …pic.twitter.com/EJZrnjS3FI"
1053,0.0,4 Fintech Stocks for Your Summer Shopping List $PYPL $GWRE $FISV $QIWIhttps://investorplace.com/2018/07/4-fintech-stocks-summer-shopping-list/ …
1054,0.5,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: http://ow.ly/YPgb30kKI6q $LUV $MGM $PYPL $IQ
1055,0.0,Investors Sell Paypal $PYPL on Strength $PYPL http://zpr.io/6s7Cn
1056,-0.05,$PYPL Long Trending Chart 2018-07-05 pic.twitter.com/Lvy57U5TUE
1057,0.4,https://stockmillionaires.com/free-stock-watchlists/ … << learn all about how to get free stock watchlists $CRM $PYPL $EBAY
1058,0.5,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: http://ow.ly/OHjo30kKI5a $LUV $MGM $PYPL $IQ
1059,0.46666666666666673,The AMAZING AND PERFECTLY CONFIDENT SMILE Changing how people feel about themselves http://onmygosh.blogspot.com/p/the-amazing.html … $DCAC $VMGI $GLW $CCTL $WPX $ITUB $FOXA $DRNA $GPS $COP $BK $PF $UBQU $SKYF $PZOO $P $EAPH $PE $SN $BYSD $DIS $PYPL $UAL $HBI $CELG $GME $CLDX $CVS $ETFC $GGB $NBRpic.twitter.com/fJsUUZn7CY
1060,0.0,"$SQ settled -2.2% at $61.75. S/t price structure is a bear flag, offering the 50dma in the 57s. M/t bullish. Susquehanna upgraded today from 53s to 74s. Valid alt: $PYPL pic.twitter.com/Wo2einzljc"
1061,0.0,"Insider Selling: Paypal Holdings Inc $PYPL Insider Sells 26,000 Shares of Stock http://dakotafinancialnews.com/?p=295509"
1062,0.0,"Insider Selling: Paypal Holdings Inc $PYPL Insider Sells 26,000 Shares of Stock http://americanbankingnews.com/?p=7235145 #stocks"
1063,0.0,"Daniel H. Schulman Sells 26,000 Shares of Paypal Holdings Inc $PYPL Stock http://registrarjournal.com/?p=1366083"
1064,0.0,Traders Buy Paypal $PYPL on Weakness http://zpr.io/6jYiq
1065,0.0,"After a timid 2017, #tech's big buyers are back buying big. $MSFT, $ADBE, $PYPL, $WMT, $AMZN, WDAY all announced $1bn+ deals in Q2, helping to push 2018 to record number of blockbuster prints. https://451research.com/report-short?entityId=95256 …pic.twitter.com/YlU6IwbQoo"
1066,0.6,Setups liked that we'll be watching Tues. $ZS $XBI $LABU $XLF $ROKU $IQ $GOOGL $PYPL $PVTL $SHOP $ZS $SURF $SQ $TWLO $TNA $DJIA $SPY $QQQ
1067,0.0,$NVCN Neovasc $YNDX $AAL $BABA $BBD $BTG $COP $PAY $RF $HPQ $AMAT $WMB $IQ $HAL $DUST $NEM $XLP $MRK $STNG $CZR $GGP $NE $HMY $BBBY $AGG $SPPI $XLK $KR $KO $EMN $CRM $LMT $FCX $ETN $PYPL $LGND $ALKS $ARDM $PCRX $MBRX $VKTX $HUYA $VIVE $MED $GEMP $SBPH $IQ #MoneyCalling #Bargainshttps://twitter.com/hotpennyalerts/status/1013896311899283456 …
1068,0.5,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: http://ow.ly/eQb930kKI15 $LUV $MGM $PYPL $IQ
1069,0.0,Current positions pinned & updated on changes: $PYPL $TTWO $NTDOY $TCEHY $UBSFY $NVDA $HUYA $ITHUF $EA $GTBIF $SQNXF $LHSIF $CVSI $OGRMF
1070,0.5,"IAM Platform Curated Retweet: Via: https://twitter.com/FoolMCochrane Two of the hottest stocks in #payments, but which is a better investment now: Visa $V or PayPal $PYPL https://www.fool.com/investing/2018/06/26/better-buy-visa-inc-vs-paypal.aspx … #fintech #CreditCard #investing #IAMPlatform #TopInfluence #FinanceTechnology"
1071,0.0,Paypal $PYPL Rating Reiterated by Bank of America http://zpr.io/6pZQ4
1072,0.5,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: http://ow.ly/5qtR30kDJgf $LUV $MGM $PYPL $IQ
1073,0.0,Paypal $PYPL Upgraded at Atlantic Securities http://macondaily.com/?p=914232
1074,0.6,Setups liked that we'll be watching Monday $ABX $NKE $XBI $LABU $ICPT $XLF $ROKU $GS $GOOGL $PYPL $DVN $USO $GLD $GDX $SUPN $DJIA $QQQ $SPY
1075,0.2869047619047619,$PYPL lots of good candidates for longs if u wait for the right time. U wanted them cheaper. Well now u have them. Remember when u loomed at them n hope for pull backs. We have a pre spike signal but waiting for other indicators that are still not giving a go. pic.twitter.com/vXfrSLyzvb
1076,0.20277777777777775,"$SQ settled +2.4% at $61.55. M/t super strong, with a long series of higher highs and higher lows. A massive challenger to $PYPL ,but there IS room for both. pic.twitter.com/2pgqhYtMTs"
1077,0.0,$PYPL https://techcrunch.com/2018/06/28/paypal-checkout-can-now-be-personalized-to-each-shopper/ …
1078,0.6,Setups liked that we'll be watching Friday $NKE $XBI $IQ $HUYA $BILI $XLF $ROKU $AMZN $GOOGL $AAPL $ETSY $GOOS $PYPL $SHOP $USO $QQQ $SPY
1079,0.5,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: http://ow.ly/u6lS30kDJfl $LUV $MGM $PYPL $IQ
1080,0.0,Traders Buy Shares of Paypal $PYPL on Weakness http://www.dailypolitical.com/?p=2167425
1081,0.0,Traders Buy Shares of Paypal $PYPL on Weakness http://weekherald.com/?p=2934541
1082,0.0,Traders Buy Paypal $PYPL on Weakness http://zolmax.com/?p=2347175
1083,-0.14583333333333334,$PYPL After a failed breakout this is back to a major support area with the 50DMA and two trendlines pic.twitter.com/neOj5yPfOW
1084,0.0,VIDEO: Using Bollinger Bands to Book Profits $V $DFS $MA $PYPL $SQhttp://bit.ly/2rmG3qI
1085,0.1111111111111111,"IBD Big Cap 20 with/Rank June 26 ,2018 1. $TWTR $ALGN $FB $NFLX $LULU $TIF $EW $ISRG $OXY $CLR $PYPL $TJX $BSX $SYK $CBRE $ADP $SPGI $IDXX $CNC 20. $UNH - @IBDinvestors Big Changes to IBD 20-Uptrend under pressure Indexes deteriorate quickly, as some leading stocks also slide"
1086,0.0,"PayPal Challenges Square With $2.2 Billion European Acquisition @themotleyfool #stocks $PYPL, $SQhttps://www.fool.com/investing/2018/05/22/paypal-challenges-square-with-22-billion-european.aspx …"
1087,0.0,$PYPL and $MA https://www.reuters.com/article/us-paypal-hldg-venmo/paypal-launches-debit-card-for-its-mobile-app-venmo-idUSKBN1JL1WP?utm_source=Twitter&utm_medium=Social …
1088,0.5,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: http://ow.ly/MhDc30kDJdh $LUV $MGM $PYPL $IQ
1089,0.0,Current positions pinned & updated on changes: $ADBE $TTWO $PYPL $TCEHY $NTDOY $UBSFY $NVDA $ITHUF $GTBIF $MPXEF $SQNXF $CVSI $LHSIF $DJACF $OGRMF
1090,0.69,PayPal's Venmo has launched it's very own debit card with Mastercard to compete with Square's own prepaid card (Visa). Are you Team Venmo or Team Square Cash? $PYPL $SQ
1091,0.0,PayPal introduces debit card for Venmo mobile app: Reuters $PYPL $MAhttps://seekingalpha.com/news/3366050
1092,0.0,$PYPL Max Pain=83.00. Maturity=07/06/2018. #maxpain #options http://maximum-pain.com/options/max-pain/PYPL …pic.twitter.com/rS669UrsSn
1093,0.016666666666666666,“Venmo is the darling of PayPal's product portfolio and the undisputed leader in the person-to-person payments space. The social payments platform processed $12 billion of the company's total payment volume in Q1...” https://www.zdnet.com/article/paypal-formally-launches-its-venmo-debit-card/ … $PYPL
1094,0.5,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here: http://ow.ly/Z96430kDJbY $LUV $MGM $PYPL $IQ
1095,-0.025,$PYPL engaged long on 5/9/18 with the June 72.50 calls paying +160% from this break above the DT line trade pic.twitter.com/uLYplBG0Aj
1096,0.0,Traders Buy Shares of PayPal $PYPL on Weakness http://zpr.io/6G6KJ #markets
1097,0.0,Traders Buy Shares of PayPal $PYPL on Weakness http://chaffeybreeze.com/?p=1769197 #stocks
1098,-0.05,Price Returns vs Expected Daily Move $KKR $AXP $V $MA $ITUB $GS $C $WFC $PYPL $BAC $JPM $MS https://marketchameleon.com/Home/Dashboard/
1099,0.0,How To Play All Sides Of The @Square Vs. @PayPal Battle $FISV $INTU $PYPL $SQ $TWTR $VT $YRD $DB $TSLA $FINX http://ow.ly/8kbT30kCjBP #investing #fintech #finserv #payments #banking #inpic.twitter.com/VtYi1rQbuh
1100,0.0,Online retail rattled by Supreme Court ruling $PYPL $SHOP $ETSY $EBAY $APRN $W $AMZNhttps://seekingalpha.com/news/3365562-online-retail-rattled-supreme-court-ruling …
1101,0.0,PayPal to Acquire Simility to Expand Global Fraud Prevention and Risk Management Capabilities for Merchants $PYPL http://chasingmarkets.com/news/15b2c32ecf070f?src=tw …
1102,0.0,$FISV $INTU $PYPL $SQ $TWTR $VT $YRD $DB $TSLA $FINXhttps://seekingalpha.com/article/4183073-play-sides-square-vs-paypal-battle?source=tweet …
1103,0.0,#PayPal has been on a shopping spree. $PYPL #Fintechhttps://twitter.com/INN_Technology/status/1009935436570079235 …
1104,0.0,PayPal Acquires Two Companies Totaling US$520 Million http://bit.ly/2tgmlz0 $PYPL pic.twitter.com/45d94v2GxY
1105,0.25,I am an owner of $pypl stock and am levered up with options to take advantage of the breakout. Added more yesterday as pypl pulled back $2.
1106,0.10927272727272727,"$SQ broke a new historic high, settling +2.5% to $67.59, helped via an Evercore upgrade from 64 to 73. The bolder bulls could target giant psy'100 within 6-9mths, although $PYPL will get there first. There is room for both. pic.twitter.com/VX8nzIEhB7"
1107,0.13999999999999999,"First Data Corp. $FDC settled +0.5% at $21.95, but that made for a black-fail candle, and leans s/t bearish. First big support is psy'20. FPE 13s. Annual EPS likely 1.45/50. Reasonable, although I'd lean to $PYPL and $SQ @StreetCitizenpic.twitter.com/z07jzf9mZE"
1108,0.16,@petenajarian echoed your sentiment today on @HalftimeReport $PYPL touched a 52-wk high intraday #giddyuphttps://twitter.com/TMFJMo/status/1009201153920389122 …
1109,0.25,Sold my $PYPL calls today .. most likely prematurely... we’ll see
1110,0.0,"For $pypl investors. Why Hyperwallet? Margin, Growth Rate, Network, Commercial Customers, Platform.... Paypal has just replaced the 2 cylinder ""Mass Pay"" engine with a nuclear reactor."
1111,0.5,"PayPal's latest acquisition gives it a deeper presence in the ""payouts"" market. Basically, companies like Uber and Airbnb need tools to pay people for driving around or giving a spare room to a stranger. https://www.marketwatch.com/story/why-paypal-is-paying-400-million-for-hyperwallet-2018-06-19 … $PYPL"
1112,-0.25,Not sure what to do with $PYPL? Explore our #fundamental pros and cons.https://unicornbay.com/t/PYPL.US?utm_medium=tweet&utm_campaign=notsureproscons&utm_source=twitter …
1113,-0.4,My Game Plan for Tomorrow 06/20 $SPX $IQ $BABA $PYPL $AMZN $FB $GOOGL $AGN $AMGN $CELG $MRKpic.twitter.com/Ii8e6HLap3
1114,0.1875,$PYPL PayPal Significantly Enhances Global Payout Capabilities With Acquisition of Hyperwallet | Business Wire https://www.businesswire.com/news/home/20180619006210/en/PayPal-Significantly-Enhances-Global-Payout-Capabilities-Acquisition#.WymLzBmmosg.twitter …
1115,-0.05,Long setups $NVCR $OMC $NOW $EGLE $STX $VREX $CGC $LABU $DAL $ZTO $PYPL $TEAMpic.twitter.com/WPar4FgI48
1116,0.16844155844155842,"$SQ broke a new historic high, settling +2.7% to $66.20. The big challenger to $PYPL is rapidly spreading. The more bullish could certainly target psy'100 within 6-9mths. There IS room for both. pic.twitter.com/9g8G5ktaE7"
1117,0.0,#FastMoneyEspresso FINAL TRADES: Tim Seymour —> buy $GOOGL Brian Kelly —> buy BitCoin Dan Nathan —> buy $PYPL for a breakout Guy Adami —> buy $APApic.twitter.com/1fssX8epBh
1118,-0.15555555555555559,Venmo slims down to keep up with bank-backed payment rival Zelle https://buff.ly/2ymqWVd $PYPL pic.twitter.com/g76Y1UaIvG
1119,0.3,$PYPL Buy Calls | Hao (success rate 56.29 %) | https://stockhoot.com/ExtServiceInfo.aspx?Id=e123d2c7-4dfd-43fa-a7ad-af0d26993aae …
1120,0.0,"$PYPL Weekly. Consolidating in 2018. Now pushing resistance. >86 opens the door, otherwise stays in range. pic.twitter.com/MjNsPC1jda"
1121,-0.05,Price Returns vs Expected Daily Move $KKR $WFC $C $MA $V $JPM $MS $PYPL $GS $BAC $DB $AXP https://marketchameleon.com/Home/Dashboard/
1122,0.0,"PayPal’s CEO is talking about #Bitcoin. If the mobile-payment company adds BTC as a payment option, $PYPL #stock could be impacted. You can add PYPL to a watchlist to see what happens next http://ow.ly/x1yc30kpzpF pic.twitter.com/Ik7BVwkvzD"
1123,0.6,$PYPL is one of my favorite names in the online electronic payments processing biz. Growth prospects are good.
1124,0.26666666666666666,"Thanks Anthony. My $PYPL calls are free ride, but still please push it north while I am gone. Haha"
1125,-0.05,"Long Term Plays for Longer Term Gains: In this video, @henrygambell and @traderdanielle discuss why they like $PYPL and $BA, along with when to buy them, and how. #OptionsTrading https://www.simplertrading.com/daily/options-free/long-term-plays-for-longer-term-gains/ …"
1126,-0.1,Price Moves vs Expected Moves $V $PYPL $AFSI $GS $AXP $CBL $MS $WFC $BAC $RF $C $JPM https://marketchameleon.com/Home/Dashboard/
1127,0.0,Current positions pinned & updated on changes: $UBSFY $NVDA $ADBE $PYPL $LOGI $NTDOY $TCEHY $T $OGRMF $ITHUF $CVSI $MPXEF $SQNXF $LHSIF Now listed in order of position size. Sold $EA $TTWO hoping to buy back. Sold $DBX Added $ADBE on earnings dip.
1128,0.22000000000000003,"I guess I keep asking you because you are the only person I know pay attention to $PYPL. LoL. I don't see others pay attention to $PYPL which I like. I did 9 DT/Swing trades on $PYPL past 3 weeks and bought Aug 80C with profits. So, what people usually says....free ride. LoL"
1129,0.07500000000000001,Yeah it happens. $PYPL is almost ready (for me). Prob going long tomorrow to see how the candle closes out.
1130,-0.4,My Game Plan for Tomorrow 06/14 $SPX $FB $GOOGL $NFLX $CMG $PYPL pic.twitter.com/Crk2k3ahyl
1131,-0.05,Price Returns vs Expected Daily Move $KKR $MS $GS $PYPL $ARCC $JPM $BAC $V $WFC $C $AXP $OCN https://marketchameleon.com/Home/Dashboard/
1132,0.0,$PYPL weekly - w 2 sessions remaining to close out this candle I’m looking to re enter if it can land north of resistance... #SoClosepic.twitter.com/MtksFTL1Ug
1133,0.0,Projections on P2P transaction penetration by vendor $SQ $PYPL @Zellehttps://twitter.com/alex/status/1006968023943532544 …
1134,0.2916666666666667,"Want to find the next $ALGN, $PYPL, $ABMD? Find winning stocks this summer with MarketSmith’s powerful research platform. Take a trial today! http://ow.ly/n9EW30kudU7 pic.twitter.com/C4PsnpsWOq"
1135,0.17857142857142858,Top growth names to buy on any big pullback in markets - $WTW $MOMO $IQ $BZUN $SHOP $TWTR $SQ $TWLO $BABA $Z $ABMD $ALGN $ADBE $ISRG $PYPL $AMD . All of them are so extended right now - worries me every single day.
1136,0.0,Wednesday watch $AMD $BABA $FSLR $NIHD $MU $PYPL #OptionsCrew #WelcomeToAnarchy99 #FollowTheFlowpic.twitter.com/YU5GSj0ru1
1137,-0.1,Price Moves vs Expected Moves $PYPL $V $DB $WFC $BX $AGNC $BAC $JPM $GS $C $MS $AIG https://marketchameleon.com/Home/Dashboard/
1138,0.0,Current positions pinned & updated on changes: $NVDA $UBSFY $TTWO $NTDOY $SQNXF $TCEHY $EA $PYPL $LOGI $T $DBX $APHQF $LHSIF $ITHUF $MPXEF $OGRMF $CVSI
1139,0.5,@GuyAdami can we read through this ATT news to the payments sector? $MA or $V buying $PYPL or even better $SQ?
1140,0.09,"In The Market II: In today's "" #Stocks Near A Buy Zone,"" markets team colleague Scott Lehtonen analyzes chart action of @Twitter as well as $MOH $PYPL $SPOT. $TWTR has surged more than 20% past a recent 33.88 buy point #charts #trading #investinghttp://ow.ly/XFA130ks1Z3"
1141,0.3444444444444444,Super good deals happening for Fathers Day https://amzn.to/2MjK3lN $AA $LOW $HBAN $CVX $CPXP $V $DAL $HPQ $RRC $BTFL $RAD $GGP $ADHC $CBYI $DCAC $VMGI $GLW $CCTL $WPX $ITUB $FOXA $DRNA $GPS $COP $BK $PF $UBQU $SKYF $PZOO $P $EAPH $PE $SN $BYSD $DIS $PYPL $UAL $HBI $CELG $GMEpic.twitter.com/Td1xlGzpBi
1142,-0.25,Taking home $MOMO $SFIX $VNOM $TWTR $SPLK $CBLK. Small $HUYA $IIPR and $SE. $QQQ puts hedge and $PYPL calls. Cash 33%.
1143,0.0,Monday’s Watch 2 $QQQ $SPY $UVXY $TVIX $TSLA $MU $SQ $TWTR $NFLX $NVDA $PYPL $SPOT $TTWO $TRXC $ULTA $V $VRX $ZEN $WDAY $SNAP $TPIV $VVUSpic.twitter.com/huIAOa9Jmv
1144,0.06818181818181818,$PAOG.0053-(((BREAKING-NEWS))) New MMJ Clinic openings JUNE 2018 & all locations Corporate Owned!! $CSC $DVMT $DOV $DST $ATVI $EA $MU $PYPL $SIRI $FISV $SYMC $CHKP $CTXS $SWKS $CA $STX $CMCSA $SBUX $PCLN $NFLX $CHTR $FOXA $ROST $DISH $MAT $BBBY $VIAB $QVCA $NCLH $TSCO $LVNTApic.twitter.com/GVuKwqFTjF
1145,0.0,"20.09 % to Target, Wedbush Reaffirms ‘Outperform’ Rating on PayPal $PYPL Shares Today - https://www.bibeypost.com/20-09-to-target-wedbush-reaffirms-outperform-rating-on-paypal-pypl-shares-today/ …"
1146,0.0,"20.09 % to Target, Wedbush Reconfirms ‘Outperform’ Rating on PayPal $PYPL Shares Today https://presstelegraph.com/20-09-to-target-wedbush-reconfirms-outperform-rating-on-paypal-pypl-shares-today/ …"
1147,-0.125,"Analysts at Wedbush Reiterate their Past ‘Outperform’ rating on Shares PayPal $PYPL, Set a $100.0 Price Objective https://finnewsdaily.com/analysts-at-wedbush-reiterate-their-past-outperform-rating-on-shares-paypal-pypl-set-a-100-0-price-objective/ …"
1148,-0.25,"Analysts at Wedbush Reconfirmed their Past ‘Outperform’ rating on Shares PayPal $PYPL, Set a $100.0 Target https://weeklyhub.com/analysts-at-wedbush-reconfirmed-their-past-outperform-rating-on-shares-paypal-pypl-set-a-100-0-target/ …"
1149,-0.25,"Analysts at Wedbush Reconfirmed their Past ‘Outperform’ rating on Shares PayPal $PYPL, Set a $100.0 Target Price https://kldaily.com/2018/06/08/analysts-at-wedbush-reconfirmed-their-past-outperform-rating-on-shares-paypal-pypl-set-a-100-0-target-price/ …"
1150,0.0,$PYPL Chart 2018-06-07 pic.twitter.com/QF98arRkm7
1151,0.0,$PYPL Chart 2018-06-07 pic.twitter.com/xzj1jviTc5
1152,0.0,Current positions pinned & updated on changes: $NVDA $UBSFY $TTWO $NTDOY $SQNXF $TCEHY $EA $PYPL $LOGI $CRON $APHQF $RDDTF $LHSIF $ITHUF $MPXEF $OGRMF $CVSI
